id,age,gender,education_level,income_bracket,urbanicity,country,trust_vaccine,concern_side_effects,ad_group,recall_ad,post_trust_vaccine,post_concern_side_effects,vaccine_uptake,vaccine_uptake_status
2482,47,Female,High school,30k–60k,Suburban,Other,4,2,Reason,Yes,3,3,Yes,1
2484,28,Male,Bachelor's,100k+,Urban,USA,1,4,Reason,No,4,3,Yes,1
2485,56,Male,High school,100k+,Urban,India,2,4,Control,No,5,5,Yes,1
2486,23,Non-binary,Bachelor's,60k–100k,Urban,Nigeria,4,4,Reason,Yes,5,2,Yes,1
2488,29,Female,High school,30k–60k,Rural,USA,3,4,Reason,No,1,2,Yes,1
2489,28,Male,Master's,<30k,Rural,UK,3,3,Reason,Yes,2,4,Yes,1
2490,28,Female,High school,100k+,Urban,India,5,2,Emotion,Yes,1,3,Yes,1
2491,28,Female,Bachelor's,100k+,Urban,UK,3,5,Reason,No,5,5,Yes,1
2492,39,Male,High school,<30k,Urban,USA,5,1,Reason,No,5,4,Yes,1
2493,41,Non-binary,High school,60k–100k,Urban,India,2,2,Control,No,5,3,No,0
2494,31,Male,Master's,30k–60k,Suburban,Nigeria,4,2,Control,No,4,1,No,0
2495,19,Male,High school,<30k,Urban,India,4,4,Emotion,No,5,3,No,0
2496,33,Female,Doctorate,<30k,Suburban,Brazil,5,3,Reason,Yes,3,1,Yes,1
2497,77,Female,High school,<30k,Rural,USA,3,5,Emotion,Yes,1,3,Yes,1
2498,31,Female,Bachelor's,<30k,Suburban,USA,2,5,Control,No,1,2,No,0
2500,30,Female,Bachelor's,60k–100k,Suburban,UK,4,5,Emotion,Yes,2,5,Yes,1
2501,53,Non-binary,Bachelor's,<30k,Rural,Nigeria,1,3,Control,No,3,3,No,0
2502,38,Female,Doctorate,<30k,Urban,Brazil,5,5,Control,No,3,3,No,0
2503,32,Female,Master's,100k+,Suburban,India,3,3,Control,No,2,4,No,0
2504,37,Male,Master's,<30k,Rural,UK,4,3,Reason,Yes,5,4,Yes,1
2505,22,Female,High school,<30k,Suburban,USA,3,4,Emotion,Yes,2,3,No,0
2506,39,Male,Master's,100k+,Suburban,India,3,5,Control,No,1,5,No,0
2507,29,Male,Bachelor's,30k–60k,Rural,USA,5,4,Emotion,No,4,4,Yes,1
2508,29,Female,High school,100k+,Urban,Nigeria,4,3,Emotion,No,4,1,No,0
2509,52,Female,High school,<30k,Urban,Other,1,5,Reason,No,4,5,No,0
2510,29,Female,Bachelor's,100k+,Urban,USA,2,2,Emotion,Yes,3,3,Yes,1
2512,28,Female,High school,<30k,Urban,UK,2,4,Reason,Yes,2,2,Yes,1
2513,44,Male,Doctorate,30k–60k,Rural,Nigeria,2,4,Reason,No,5,1,No,0
2514,23,Female,Master's,30k–60k,Rural,Nigeria,5,4,Emotion,No,2,5,Yes,1
2515,28,Female,High school,<30k,Urban,Brazil,1,2,Reason,Yes,4,2,Yes,1
2516,28,Male,Bachelor's,<30k,Rural,India,4,5,Control,No,5,5,Yes,1
2517,20,Female,Master's,30k–60k,Urban,Canada,5,5,Control,No,2,4,Yes,1
2519,21,Female,High school,100k+,Rural,UK,5,5,Emotion,Yes,2,1,Yes,1
2520,62,Female,Master's,100k+,Rural,India,3,4,Control,No,4,2,Yes,1
2521,53,Male,Doctorate,100k+,Suburban,India,3,2,Emotion,Yes,2,5,No,0
2522,18,Male,High school,100k+,Urban,Brazil,3,5,Reason,No,5,3,Yes,1
2523,28,Male,Bachelor's,60k–100k,Suburban,India,4,2,Control,No,2,5,Yes,1
2524,23,Female,Doctorate,100k+,Rural,India,2,4,Control,No,4,2,No,0
2525,40,Male,Doctorate,<30k,Urban,Nigeria,3,3,Control,No,3,4,No,0
2526,20,Female,Master's,60k–100k,Urban,USA,2,5,Reason,Yes,5,1,Yes,1
2527,38,Male,Bachelor's,30k–60k,Rural,USA,2,4,Reason,No,2,3,Yes,1
2529,26,Male,Master's,30k–60k,Suburban,India,2,3,Emotion,No,3,4,Yes,1
2530,56,Male,Bachelor's,<30k,Rural,UK,2,3,Reason,No,3,4,Yes,1
2531,38,Male,Master's,60k–100k,Rural,USA,2,4,Emotion,Yes,4,4,Yes,1
2532,20,Male,Master's,<30k,Suburban,India,1,5,Reason,Yes,5,4,Yes,1
2533,48,Male,Bachelor's,30k–60k,Urban,India,2,5,Emotion,No,2,1,No,0
2536,36,Male,Bachelor's,<30k,Suburban,Nigeria,3,4,Reason,No,5,4,Yes,1
2537,24,Female,Bachelor's,60k–100k,Rural,India,1,1,Reason,Yes,3,3,Yes,1
2538,21,Male,Master's,60k–100k,Urban,Nigeria,2,5,Emotion,Yes,5,2,No,0
2539,46,Female,High school,60k–100k,Suburban,India,1,2,Reason,Yes,1,1,Yes,1
2540,41,Female,High school,30k–60k,Suburban,India,4,4,Control,No,4,5,No,0
2541,27,Male,Bachelor's,100k+,Suburban,USA,2,3,Emotion,Yes,4,4,Yes,1
2543,19,Male,Master's,<30k,Urban,India,2,1,Reason,Yes,3,5,Yes,1
2544,50,Male,High school,30k–60k,Suburban,Nigeria,4,1,Control,No,4,5,Yes,1
2545,26,Male,Bachelor's,60k–100k,Urban,India,2,4,Control,No,1,1,No,0
2546,19,Male,High school,100k+,Urban,Canada,2,3,Control,No,5,2,Yes,1
2547,34,Female,Bachelor's,100k+,Rural,India,1,3,Control,No,4,2,Yes,1
2548,40,Male,Master's,30k–60k,Urban,India,2,2,Reason,No,1,2,Yes,1
2549,66,Female,High school,<30k,Suburban,Brazil,1,2,Emotion,No,4,3,Yes,1
2550,49,Female,Bachelor's,60k–100k,Rural,India,1,4,Emotion,No,3,5,Yes,1
2551,20,Male,Master's,<30k,Urban,USA,5,3,Control,No,3,2,No,0
2552,67,Male,Master's,<30k,Rural,India,3,2,Control,No,3,5,Yes,1
2553,37,Female,Bachelor's,<30k,Urban,India,4,1,Reason,Yes,5,5,No,0
2554,23,Female,High school,100k+,Suburban,Brazil,2,3,Control,No,4,4,No,0
2556,23,Non-binary,Master's,30k–60k,Urban,Nigeria,4,1,Emotion,No,4,3,No,0
2557,80,Female,High school,30k–60k,Suburban,India,4,2,Emotion,No,1,2,No,0
2558,41,Female,Master's,60k–100k,Suburban,Other,5,4,Emotion,No,2,3,Yes,1
2559,58,Female,High school,<30k,Urban,UK,1,4,Reason,Yes,5,1,Yes,1
2560,33,Female,High school,60k–100k,Suburban,India,3,5,Emotion,No,1,1,Yes,1
2561,31,Male,High school,30k–60k,Urban,India,3,4,Emotion,Yes,1,1,No,0
2562,33,Male,Master's,100k+,Urban,USA,2,4,Reason,No,2,2,No,0
2563,23,Female,Master's,60k–100k,Urban,UK,3,3,Control,No,5,5,Yes,1
2564,33,Female,Bachelor's,<30k,Urban,UK,4,5,Emotion,Yes,3,2,No,0
2565,49,Male,High school,60k–100k,Suburban,UK,2,3,Reason,Yes,1,4,Yes,1
2566,23,Male,Bachelor's,<30k,Urban,USA,4,1,Emotion,No,1,1,No,0
2568,26,Female,High school,30k–60k,Urban,UK,4,2,Control,No,4,1,Yes,1
2569,32,Male,Master's,30k–60k,Urban,India,2,4,Control,No,4,5,No,0
2570,39,Female,High school,<30k,Urban,Brazil,1,2,Reason,Yes,5,4,Yes,1
2571,60,Female,Bachelor's,<30k,Suburban,USA,2,5,Control,No,2,2,No,0
2572,31,Male,Doctorate,<30k,Suburban,Brazil,4,4,Reason,No,4,2,Yes,1
2573,28,Male,High school,60k–100k,Rural,UK,3,3,Reason,Yes,2,1,No,0
2575,50,Female,Bachelor's,60k–100k,Urban,Canada,2,4,Control,No,5,4,Yes,1
2576,64,Female,Master's,30k–60k,Urban,Nigeria,1,3,Reason,Yes,2,2,No,0
2577,31,Female,Bachelor's,60k–100k,Urban,USA,3,2,Emotion,No,4,1,Yes,1
2578,26,Female,High school,100k+,Urban,India,5,2,Control,No,2,5,No,0
2579,23,Female,High school,<30k,Urban,India,4,4,Emotion,Yes,3,3,Yes,1
2580,42,Female,Bachelor's,100k+,Urban,USA,4,4,Reason,No,5,4,Yes,1
2581,32,Male,High school,60k–100k,Suburban,India,1,3,Reason,Yes,4,5,Yes,1
2582,33,Female,Master's,<30k,Urban,Nigeria,4,5,Reason,No,5,1,Yes,1
2583,32,Male,Bachelor's,30k–60k,Suburban,India,4,5,Emotion,No,2,4,Yes,1
2584,58,Male,Bachelor's,30k–60k,Rural,Nigeria,4,3,Reason,Yes,4,4,Yes,1
2585,23,Male,Master's,30k–60k,Urban,Brazil,2,3,Reason,Yes,5,3,No,0
2586,41,Male,High school,60k–100k,Suburban,Brazil,3,4,Control,No,5,2,Yes,1
2587,35,Female,High school,<30k,Suburban,UK,2,1,Emotion,No,4,5,Yes,1
2588,69,Female,Master's,<30k,Suburban,USA,1,3,Reason,Yes,1,4,Yes,1
2589,42,Female,High school,100k+,Suburban,Nigeria,2,1,Control,No,2,3,Yes,1
2590,32,Male,Master's,60k–100k,Urban,India,3,2,Reason,Yes,3,2,Yes,1
2593,28,Female,Doctorate,<30k,Urban,UK,5,2,Control,No,2,3,Yes,1
2594,42,Female,Bachelor's,30k–60k,Suburban,India,3,4,Reason,No,4,4,Yes,1
2595,30,Female,Master's,30k–60k,Suburban,India,3,4,Emotion,No,1,4,No,0
2596,21,Male,Bachelor's,<30k,Urban,Nigeria,2,2,Emotion,No,1,4,Yes,1
2597,38,Female,Master's,60k–100k,Urban,Brazil,4,2,Emotion,Yes,2,3,Yes,1
2598,23,Female,High school,60k–100k,Suburban,USA,2,2,Control,No,1,4,Yes,1
2599,20,Male,High school,<30k,Urban,India,4,5,Reason,No,2,4,No,0
2600,62,Female,Master's,100k+,Rural,India,5,4,Control,No,5,3,No,0
2601,27,Female,Master's,30k–60k,Suburban,Brazil,1,2,Control,No,4,4,Yes,1
2603,32,Male,Bachelor's,60k–100k,Urban,India,3,2,Control,No,1,5,No,0
2604,40,Female,Master's,<30k,Rural,India,5,1,Emotion,Yes,3,2,Yes,1
2605,50,Female,Master's,60k–100k,Rural,India,4,5,Control,No,1,2,No,0
2606,32,Female,Doctorate,30k–60k,Rural,India,4,4,Control,No,4,5,No,0
2607,40,Male,Master's,<30k,Rural,India,4,4,Reason,No,5,3,Yes,1
2608,58,Female,High school,100k+,Suburban,UK,3,4,Reason,Yes,5,1,Yes,1
2609,29,Non-binary,Master's,<30k,Urban,USA,5,3,Control,No,5,1,Yes,1
2610,49,Non-binary,Master's,30k–60k,Suburban,Other,4,4,Reason,No,2,4,Yes,1
2611,48,Male,Master's,100k+,Urban,Other,2,1,Control,No,4,4,Yes,1
2612,58,Female,High school,30k–60k,Rural,India,5,3,Emotion,Yes,5,3,Yes,1
2613,34,Male,High school,100k+,Suburban,USA,2,2,Emotion,Yes,4,3,No,0
2614,50,Male,Bachelor's,60k–100k,Urban,UK,4,4,Control,No,2,5,Yes,1
2616,39,Male,Doctorate,30k–60k,Urban,Brazil,3,2,Control,No,4,1,Yes,1
2617,65,Male,Doctorate,<30k,Suburban,India,4,2,Control,No,1,5,No,0
2618,22,Female,High school,<30k,Suburban,India,3,4,Control,No,5,2,No,0
2619,25,Male,Bachelor's,<30k,Urban,India,3,2,Reason,Yes,5,5,Yes,1
2620,36,Male,Master's,100k+,Urban,Brazil,4,3,Emotion,No,2,1,Yes,1
2621,25,Male,Bachelor's,60k–100k,Suburban,UK,2,4,Reason,No,2,1,No,0
2622,73,Male,Master's,<30k,Suburban,India,2,3,Emotion,No,1,1,No,0
2623,37,Male,High school,60k–100k,Rural,India,3,2,Emotion,No,2,3,Yes,1
2624,67,Male,Master's,<30k,Urban,Brazil,3,3,Control,No,5,4,Yes,1
2625,33,Female,Master's,30k–60k,Rural,Nigeria,2,4,Reason,No,2,2,Yes,1
2626,34,Male,Master's,100k+,Suburban,Brazil,4,2,Control,No,5,2,Yes,1
2627,66,Male,High school,100k+,Suburban,USA,3,4,Reason,Yes,2,5,No,0
2628,72,Female,High school,30k–60k,Suburban,USA,3,5,Emotion,No,1,4,Yes,1
2629,58,Female,High school,<30k,Urban,UK,5,5,Reason,Yes,4,4,Yes,1
2630,22,Male,Doctorate,60k–100k,Suburban,Nigeria,5,2,Control,No,4,1,No,0
2631,33,Male,Doctorate,30k–60k,Urban,Nigeria,4,5,Control,No,2,1,No,0
2632,23,Female,Bachelor's,30k–60k,Rural,Nigeria,4,3,Emotion,No,2,4,Yes,1
2633,32,Female,High school,100k+,Urban,UK,4,4,Reason,No,3,3,Yes,1
2634,21,Female,Bachelor's,60k–100k,Suburban,USA,5,2,Emotion,No,1,1,Yes,1
2635,40,Female,High school,<30k,Suburban,Brazil,3,4,Emotion,No,5,5,No,0
2636,40,Female,Doctorate,100k+,Urban,Brazil,4,3,Emotion,No,1,2,Yes,1
2637,37,Female,Doctorate,60k–100k,Urban,Brazil,3,2,Control,No,3,2,No,0
2638,51,Female,Master's,100k+,Rural,Nigeria,3,4,Reason,Yes,5,1,Yes,1
2639,67,Male,Bachelor's,30k–60k,Suburban,USA,2,3,Emotion,No,1,5,Yes,1
2640,23,Male,Master's,30k–60k,Suburban,Brazil,3,3,Emotion,Yes,3,5,Yes,1
2642,63,Female,High school,<30k,Rural,Canada,2,3,Reason,No,4,1,Yes,1
2643,61,Female,Master's,100k+,Urban,USA,3,4,Emotion,Yes,3,2,Yes,1
2644,51,Male,High school,30k–60k,Suburban,Other,4,2,Emotion,No,2,2,Yes,1
2645,26,Male,Master's,60k–100k,Urban,India,4,4,Emotion,Yes,2,4,Yes,1
2646,27,Female,High school,<30k,Suburban,India,4,5,Reason,Yes,4,4,Yes,1
2647,53,Male,Master's,<30k,Suburban,Canada,4,2,Emotion,Yes,4,3,Yes,1
2649,20,Female,Master's,100k+,Suburban,Brazil,2,3,Emotion,No,5,2,No,0
2650,18,Male,Master's,100k+,Urban,USA,3,3,Reason,Yes,2,5,No,0
2651,38,Female,High school,<30k,Suburban,Brazil,1,2,Control,No,3,3,No,0
2652,27,Female,High school,<30k,Urban,Brazil,1,2,Reason,Yes,1,5,Yes,1
2654,28,Male,Bachelor's,<30k,Suburban,Nigeria,1,2,Emotion,No,5,4,Yes,1
2655,57,Female,Master's,<30k,Suburban,India,1,5,Reason,Yes,3,4,Yes,1
2656,28,Male,Master's,<30k,Suburban,Nigeria,3,4,Emotion,Yes,5,1,Yes,1
2658,67,Male,Master's,100k+,Rural,India,3,2,Reason,Yes,1,1,No,0
2659,27,Female,Bachelor's,60k–100k,Rural,Brazil,2,2,Emotion,No,1,5,Yes,1
2660,32,Male,Master's,100k+,Urban,Nigeria,3,4,Reason,No,1,4,No,0
2661,20,Male,Master's,100k+,Rural,Brazil,4,5,Control,No,1,3,No,0
2662,31,Female,Master's,<30k,Rural,India,3,2,Control,No,4,2,Yes,1
2664,34,Male,Master's,<30k,Urban,India,4,3,Emotion,No,1,5,Yes,1
2665,20,Male,Master's,<30k,Urban,India,1,2,Reason,Yes,4,2,No,0
2666,26,Female,High school,100k+,Suburban,Canada,4,4,Reason,Yes,5,1,Yes,1
2667,32,Male,Master's,60k–100k,Suburban,UK,2,2,Control,No,1,3,Yes,1
2668,32,Female,High school,60k–100k,Suburban,USA,3,4,Reason,No,2,2,Yes,1
2669,38,Female,Bachelor's,60k–100k,Urban,Brazil,4,4,Control,No,2,4,No,0
2670,59,Male,High school,30k–60k,Suburban,India,4,2,Control,No,4,3,No,0
2671,23,Male,Master's,60k–100k,Rural,India,2,4,Control,No,1,3,Yes,1
2673,38,Male,High school,<30k,Suburban,India,5,5,Emotion,Yes,3,1,Yes,1
2674,19,Male,Master's,60k–100k,Rural,UK,2,5,Emotion,Yes,2,4,No,0
2675,27,Male,Bachelor's,30k–60k,Suburban,India,3,3,Control,No,2,5,No,0
2676,19,Female,Master's,30k–60k,Urban,Nigeria,2,4,Emotion,No,2,5,Yes,1
2677,47,Male,Master's,30k–60k,Urban,Nigeria,2,3,Emotion,Yes,3,1,Yes,1
2678,64,Non-binary,Master's,100k+,Urban,Brazil,2,4,Reason,Yes,4,2,Yes,1
2679,50,Female,Bachelor's,30k–60k,Urban,Brazil,3,2,Reason,Yes,2,5,Yes,1
2680,30,Female,High school,30k–60k,Suburban,Nigeria,3,3,Reason,Yes,1,5,Yes,1
2681,41,Female,Master's,100k+,Rural,Brazil,2,2,Control,No,4,5,No,0
2682,19,Female,Bachelor's,30k–60k,Urban,UK,2,3,Emotion,No,3,2,Yes,1
2684,20,Female,High school,100k+,Suburban,UK,3,5,Emotion,Yes,1,4,No,0
2685,58,Female,High school,30k–60k,Suburban,USA,2,4,Reason,Yes,5,2,Yes,1
2686,22,Female,High school,60k–100k,Urban,Brazil,5,5,Reason,No,1,1,Yes,1
2689,23,Female,Bachelor's,60k–100k,Urban,Nigeria,5,1,Control,No,5,4,Yes,1
2690,30,Female,Master's,<30k,Suburban,Other,2,3,Reason,Yes,4,5,No,0
2691,56,Female,Bachelor's,<30k,Suburban,Brazil,4,3,Emotion,Yes,5,1,Yes,1
2692,62,Male,High school,<30k,Urban,Brazil,5,4,Control,No,4,2,Yes,1
2693,27,Female,High school,60k–100k,Urban,USA,3,3,Reason,Yes,3,4,Yes,1
2694,52,Female,High school,<30k,Suburban,USA,5,2,Control,No,3,4,Yes,1
2696,44,Female,Master's,60k–100k,Urban,India,5,2,Emotion,No,5,4,Yes,1
2697,31,Male,Bachelor's,60k–100k,Urban,Canada,5,5,Emotion,Yes,2,3,Yes,1
2698,20,Female,Bachelor's,100k+,Urban,USA,4,1,Control,No,5,3,No,0
2699,38,Male,High school,<30k,Rural,Nigeria,3,4,Reason,No,2,4,Yes,1
2700,41,Male,Bachelor's,30k–60k,Urban,Brazil,4,1,Control,No,5,5,Yes,1
2701,46,Female,High school,100k+,Rural,India,1,2,Reason,Yes,3,4,No,0
2703,63,Male,Bachelor's,<30k,Rural,India,4,3,Control,No,4,3,Yes,1
2706,30,Female,Bachelor's,<30k,Rural,USA,4,3,Emotion,No,2,5,Yes,1
2708,27,Female,High school,<30k,Urban,USA,1,3,Emotion,No,1,4,Yes,1
2709,32,Female,Master's,60k–100k,Urban,Other,3,2,Control,No,2,2,No,0
2710,18,Female,High school,60k–100k,Urban,USA,5,2,Reason,No,2,4,Yes,1
2711,20,Male,Bachelor's,30k–60k,Suburban,USA,1,1,Reason,No,3,1,Yes,1
2712,24,Female,High school,30k–60k,Urban,UK,4,2,Reason,Yes,1,3,Yes,1
2713,48,Male,Bachelor's,60k–100k,Rural,India,2,2,Control,No,2,4,Yes,1
2714,72,Male,Bachelor's,60k–100k,Urban,Other,3,5,Reason,Yes,2,2,Yes,1
2715,76,Male,Master's,<30k,Urban,USA,5,1,Reason,No,1,1,Yes,1
2716,37,Male,High school,100k+,Urban,India,2,5,Emotion,Yes,1,5,Yes,1
2717,61,Female,Bachelor's,<30k,Rural,India,4,5,Control,No,1,5,Yes,1
2718,33,Male,Master's,<30k,Rural,Nigeria,4,5,Reason,No,3,5,Yes,1
2720,30,Female,Bachelor's,30k–60k,Urban,Other,4,2,Emotion,No,3,3,Yes,1
2721,32,Male,Bachelor's,<30k,Rural,USA,2,3,Emotion,Yes,2,4,No,0
2722,28,Male,Master's,<30k,Urban,Brazil,4,4,Reason,No,3,2,Yes,1
2723,29,Male,High school,100k+,Urban,Other,2,3,Control,No,3,3,Yes,1
2724,23,Male,Bachelor's,<30k,Suburban,USA,4,3,Emotion,Yes,1,3,Yes,1
2725,30,Male,Master's,100k+,Suburban,India,1,2,Reason,No,3,1,Yes,1
2726,22,Male,Master's,100k+,Suburban,Nigeria,4,5,Control,No,5,2,Yes,1
2727,22,Male,Bachelor's,<30k,Urban,India,3,5,Emotion,Yes,5,5,Yes,1
2728,38,Male,Bachelor's,60k–100k,Rural,India,3,5,Emotion,Yes,2,3,Yes,1
2729,32,Female,Bachelor's,100k+,Rural,India,4,2,Reason,Yes,1,5,No,0
2730,22,Female,Doctorate,30k–60k,Suburban,USA,4,5,Reason,No,4,2,No,0
2731,29,Female,Bachelor's,100k+,Suburban,India,4,1,Control,No,2,5,Yes,1
2732,57,Male,High school,<30k,Urban,Brazil,2,2,Control,No,5,3,Yes,1
2733,33,Female,Master's,100k+,Suburban,India,1,3,Emotion,Yes,4,5,Yes,1
2734,24,Female,Doctorate,30k–60k,Urban,USA,4,2,Reason,No,4,2,Yes,1
2735,23,Male,Master's,60k–100k,Suburban,Canada,2,4,Reason,No,3,4,No,0
2736,21,Male,Bachelor's,100k+,Suburban,India,3,1,Emotion,No,1,3,Yes,1
2737,23,Male,Bachelor's,<30k,Urban,USA,4,3,Reason,Yes,5,5,No,0
2738,19,Female,Bachelor's,100k+,Urban,Brazil,4,3,Control,No,1,4,No,0
2739,31,Male,Master's,60k–100k,Rural,USA,4,2,Control,No,3,4,Yes,1
2740,40,Male,Master's,30k–60k,Rural,Brazil,4,1,Reason,No,1,1,Yes,1
2741,54,Female,Master's,30k–60k,Urban,USA,3,3,Reason,Yes,2,2,Yes,1
2742,43,Male,High school,<30k,Urban,USA,5,4,Emotion,Yes,1,2,Yes,1
2743,26,Female,Master's,<30k,Urban,Brazil,3,2,Control,No,5,1,Yes,1
2744,21,Female,High school,<30k,Urban,India,1,5,Reason,Yes,5,5,No,0
2745,28,Female,Bachelor's,60k–100k,Rural,UK,1,3,Control,No,3,4,No,0
2746,62,Male,Master's,30k–60k,Urban,Other,3,2,Reason,No,2,5,No,0
2748,43,Male,Master's,<30k,Rural,Other,2,4,Control,No,2,4,No,0
2749,71,Male,High school,30k–60k,Urban,India,1,4,Emotion,Yes,1,2,Yes,1
2750,22,Female,High school,<30k,Suburban,Nigeria,2,3,Emotion,Yes,3,5,Yes,1
2751,72,Female,Master's,<30k,Urban,Nigeria,3,5,Control,No,3,2,No,0
2752,21,Female,Bachelor's,<30k,Urban,Nigeria,5,1,Control,No,4,2,No,0
2753,37,Male,Master's,100k+,Suburban,India,2,3,Reason,No,3,4,No,0
2754,30,Male,High school,100k+,Urban,UK,4,3,Emotion,No,3,4,Yes,1
2755,21,Non-binary,Master's,30k–60k,Suburban,USA,3,4,Emotion,Yes,3,4,Yes,1
2757,33,Male,High school,60k–100k,Urban,Brazil,3,1,Control,No,5,3,No,0
2758,67,Male,Bachelor's,60k–100k,Suburban,Nigeria,3,3,Emotion,Yes,5,4,Yes,1
2759,41,Female,Bachelor's,<30k,Rural,USA,1,2,Reason,No,3,5,Yes,1
2760,21,Female,Bachelor's,60k–100k,Urban,Brazil,2,4,Emotion,Yes,2,4,Yes,1
2761,26,Male,Master's,<30k,Suburban,UK,5,3,Reason,No,2,5,Yes,1
2762,33,Female,High school,100k+,Urban,India,2,3,Control,No,5,1,No,0
2763,18,Female,Bachelor's,30k–60k,Urban,Nigeria,4,3,Control,No,1,2,Yes,1
2764,22,Female,Master's,<30k,Urban,USA,4,2,Control,No,4,5,Yes,1
2765,23,Non-binary,Master's,<30k,Urban,India,2,3,Reason,No,4,3,No,0
2767,42,Female,Master's,30k–60k,Urban,USA,4,3,Reason,Yes,2,2,Yes,1
2768,29,Male,Bachelor's,30k–60k,Suburban,India,3,3,Emotion,No,2,3,Yes,1
2769,32,Female,High school,30k–60k,Suburban,USA,3,2,Emotion,Yes,5,1,Yes,1
2770,51,Male,High school,100k+,Urban,USA,1,2,Emotion,No,5,1,Yes,1
2771,52,Female,Master's,60k–100k,Suburban,USA,1,4,Control,No,3,3,No,0
2773,21,Female,High school,<30k,Urban,Brazil,4,2,Control,No,1,2,No,0
2774,71,Male,Bachelor's,60k–100k,Suburban,Nigeria,1,2,Emotion,Yes,4,5,Yes,1
2775,79,Male,Master's,30k–60k,Urban,UK,3,4,Control,No,1,4,No,0
2776,75,Male,Master's,60k–100k,Rural,Nigeria,1,3,Emotion,Yes,2,2,No,0
2777,58,Female,Bachelor's,<30k,Rural,Nigeria,3,3,Reason,No,2,3,No,0
2779,59,Male,Bachelor's,100k+,Urban,Other,3,3,Control,No,2,1,No,0
2780,46,Male,High school,30k–60k,Suburban,India,3,2,Control,No,2,2,No,0
2781,65,Female,Bachelor's,30k–60k,Rural,USA,5,4,Control,No,3,2,Yes,1
2782,34,Female,Bachelor's,30k–60k,Suburban,Canada,4,4,Reason,Yes,3,5,Yes,1
2783,45,Female,Master's,30k–60k,Rural,USA,2,4,Emotion,No,4,1,No,0
2784,52,Female,High school,30k–60k,Suburban,Brazil,3,3,Reason,Yes,1,5,Yes,1
2785,50,Female,Master's,100k+,Rural,India,5,2,Control,No,5,5,Yes,1
2786,69,Female,High school,<30k,Urban,USA,4,4,Reason,No,4,1,Yes,1
2787,23,Female,High school,100k+,Urban,India,1,2,Emotion,No,4,2,Yes,1
2788,48,Male,High school,30k–60k,Rural,Brazil,2,3,Control,No,3,2,No,0
2789,26,Female,Bachelor's,100k+,Urban,USA,4,3,Control,No,1,4,Yes,1
2790,18,Male,Bachelor's,100k+,Suburban,Nigeria,5,4,Reason,Yes,5,3,Yes,1
2791,29,Non-binary,High school,100k+,Urban,India,4,3,Emotion,No,2,2,Yes,1
2792,38,Female,High school,<30k,Rural,India,5,5,Emotion,No,1,1,No,0
2793,33,Male,High school,<30k,Urban,UK,2,5,Reason,No,2,4,Yes,1
2794,63,Female,High school,60k–100k,Suburban,USA,1,5,Emotion,No,1,1,Yes,1
2795,30,Male,Bachelor's,30k–60k,Rural,Nigeria,3,4,Control,No,2,3,No,0
2796,27,Female,Master's,60k–100k,Urban,USA,1,3,Control,No,4,4,No,0
2797,29,Female,High school,<30k,Urban,USA,3,3,Reason,No,5,1,No,0
2798,58,Male,High school,60k–100k,Urban,USA,5,2,Reason,No,2,5,Yes,1
2799,33,Male,High school,<30k,Urban,UK,4,4,Reason,Yes,1,4,Yes,1
2800,23,Male,Bachelor's,100k+,Urban,USA,3,3,Reason,No,5,1,No,0
2801,54,Male,Bachelor's,<30k,Rural,India,2,5,Reason,Yes,5,1,No,0
2802,28,Female,Master's,30k–60k,Urban,India,1,4,Control,No,2,1,Yes,1
2804,52,Male,High school,100k+,Urban,Other,2,4,Emotion,No,3,3,Yes,1
2805,35,Female,Bachelor's,<30k,Urban,Nigeria,4,3,Emotion,No,2,3,Yes,1
2807,46,Male,High school,<30k,Urban,Brazil,4,3,Emotion,No,3,5,Yes,1
2808,46,Female,Bachelor's,60k–100k,Urban,USA,2,2,Emotion,No,3,2,No,0
2809,21,Male,Bachelor's,60k–100k,Urban,Nigeria,2,2,Reason,No,5,2,No,0
2810,21,Male,High school,30k–60k,Rural,Nigeria,3,2,Control,No,4,5,No,0
2811,30,Female,High school,100k+,Rural,India,4,4,Control,No,1,2,Yes,1
2812,21,Female,Bachelor's,30k–60k,Rural,USA,3,5,Emotion,Yes,4,5,Yes,1
2813,63,Male,High school,100k+,Urban,Nigeria,2,4,Control,No,4,2,Yes,1
2814,39,Female,High school,100k+,Urban,USA,4,4,Emotion,No,2,2,Yes,1
2816,36,Female,High school,100k+,Suburban,India,2,5,Control,No,1,2,Yes,1
2817,50,Female,Doctorate,60k–100k,Suburban,Canada,5,2,Control,No,1,5,No,0
2818,20,Male,Bachelor's,100k+,Suburban,USA,4,3,Emotion,No,1,3,Yes,1
2819,48,Male,High school,100k+,Suburban,USA,5,3,Reason,No,4,5,Yes,1
2820,52,Male,High school,60k–100k,Urban,India,4,3,Reason,Yes,2,2,Yes,1
2821,52,Male,Master's,30k–60k,Suburban,Nigeria,5,4,Reason,Yes,2,3,No,0
2822,20,Female,Master's,100k+,Urban,Nigeria,1,2,Emotion,No,3,2,Yes,1
2823,29,Male,High school,<30k,Suburban,UK,3,4,Emotion,No,3,2,Yes,1
2824,37,Male,High school,<30k,Urban,India,4,2,Emotion,Yes,4,2,Yes,1
2825,33,Female,Master's,<30k,Suburban,Nigeria,2,2,Reason,No,4,1,Yes,1
2827,33,Female,Master's,<30k,Urban,India,3,3,Reason,Yes,1,3,Yes,1
