id,age,gender,education_level,income_bracket,urbanicity,country,trust_vaccine,concern_side_effects
2550,49,Female,Bachelor's,60k–100k,Rural,India,1,4
2551,20,Male,Master's,<30k,Urban,USA,5,3
2552,67,Male,Master's,<30k,Rural,India,3,2
2553,37,Female,Bachelor's,<30k,Urban,India,4,1
2554,23,Female,High school,100k+,Suburban,Brazil,2,3
2555,22,Male,Bachelor's,100k+,Rural,USA,4,3
2556,23,Non-binary,Master's,30k–60k,Urban,Nigeria,4,1
2557,80,Female,High school,30k–60k,Suburban,India,4,2
2558,41,Female,Master's,60k–100k,Suburban,Other,5,4
2559,58,Female,High school,<30k,Urban,UK,1,4
2560,33,Female,High school,60k–100k,Suburban,India,3,5
2561,31,Male,High school,30k–60k,Urban,India,3,4
2562,33,Male,Master's,100k+,Urban,USA,2,4
2563,23,Female,Master's,60k–100k,Urban,UK,3,3
2564,33,Female,Bachelor's,<30k,Urban,UK,4,5
2565,49,Male,High school,60k–100k,Suburban,UK,2,3
2566,23,Male,Bachelor's,<30k,Urban,USA,4,1
2567,55,Male,High school,<30k,Urban,India,2,4
2568,26,Female,High school,30k–60k,Urban,UK,4,2
2569,32,Male,Master's,30k–60k,Urban,India,2,4
2570,39,Female,High school,<30k,Urban,Brazil,1,2
2571,60,Female,Bachelor's,<30k,Suburban,USA,2,5
2572,31,Male,Doctorate,<30k,Suburban,Brazil,4,4
2573,28,Male,High school,60k–100k,Rural,UK,3,3
2574,21,Female,Master's,30k–60k,Urban,Canada,4,4
2575,50,Female,Bachelor's,60k–100k,Urban,Canada,2,4
2576,64,Female,Master's,30k–60k,Urban,Nigeria,1,3
2577,31,Female,Bachelor's,60k–100k,Urban,USA,3,2
2578,26,Female,High school,100k+,Urban,India,5,2
2579,23,Female,High school,<30k,Urban,India,4,4
2580,42,Female,Bachelor's,100k+,Urban,USA,4,4
2581,32,Male,High school,60k–100k,Suburban,India,1,3
2582,33,Female,Master's,<30k,Urban,Nigeria,4,5
2583,32,Male,Bachelor's,30k–60k,Suburban,India,4,5
2584,58,Male,Bachelor's,30k–60k,Rural,Nigeria,4,3
2585,23,Male,Master's,30k–60k,Urban,Brazil,2,3
2586,41,Male,High school,60k–100k,Suburban,Brazil,3,4
2587,35,Female,High school,<30k,Suburban,UK,2,1
2588,69,Female,Master's,<30k,Suburban,USA,1,3
2589,42,Female,High school,100k+,Suburban,Nigeria,2,1
2590,32,Male,Master's,60k–100k,Urban,India,3,2
2591,56,Female,Bachelor's,60k–100k,Rural,India,1,4
2592,21,Male,High school,30k–60k,Urban,Other,3,5
2593,28,Female,Doctorate,<30k,Urban,UK,5,2
2594,42,Female,Bachelor's,30k–60k,Suburban,India,3,4
2595,30,Female,Master's,30k–60k,Suburban,India,3,4
2596,21,Male,Bachelor's,<30k,Urban,Nigeria,2,2
2597,38,Female,Master's,60k–100k,Urban,Brazil,4,2
2598,23,Female,High school,60k–100k,Suburban,USA,2,2
2599,20,Male,High school,<30k,Urban,India,4,5
2600,62,Female,Master's,100k+,Rural,India,5,4
2601,27,Female,Master's,30k–60k,Suburban,Brazil,1,2
2602,42,Female,Bachelor's,<30k,Urban,Brazil,2,2
2603,32,Male,Bachelor's,60k–100k,Urban,India,3,2
2604,40,Female,Master's,<30k,Rural,India,5,1
2605,50,Female,Master's,60k–100k,Rural,India,4,5
2606,32,Female,Doctorate,30k–60k,Rural,India,4,4
2607,40,Male,Master's,<30k,Rural,India,4,4
2608,58,Female,High school,100k+,Suburban,UK,3,4
2609,29,Non-binary,Master's,<30k,Urban,USA,5,3
2610,49,Non-binary,Master's,30k–60k,Suburban,Other,4,4
2611,48,Male,Master's,100k+,Urban,Other,2,1
2612,58,Female,High school,30k–60k,Rural,India,5,3
2613,34,Male,High school,100k+,Suburban,USA,2,2
2614,50,Male,Bachelor's,60k–100k,Urban,UK,4,4
2615,63,Female,High school,60k–100k,Rural,USA,4,3
2616,39,Male,Doctorate,30k–60k,Urban,Brazil,3,2
2617,65,Male,Doctorate,<30k,Suburban,India,4,2
2618,22,Female,High school,<30k,Suburban,India,3,4
2619,25,Male,Bachelor's,<30k,Urban,India,3,2
2620,36,Male,Master's,100k+,Urban,Brazil,4,3
2621,25,Male,Bachelor's,60k–100k,Suburban,UK,2,4
2622,73,Male,Master's,<30k,Suburban,India,2,3
2623,37,Male,High school,60k–100k,Rural,India,3,2
2624,67,Male,Master's,<30k,Urban,Brazil,3,3
2625,33,Female,Master's,30k–60k,Rural,Nigeria,2,4
2626,34,Male,Master's,100k+,Suburban,Brazil,4,2
2627,66,Male,High school,100k+,Suburban,USA,3,4
2628,72,Female,High school,30k–60k,Suburban,USA,3,5
2629,58,Female,High school,<30k,Urban,UK,5,5
2630,22,Male,Doctorate,60k–100k,Suburban,Nigeria,5,2
2631,33,Male,Doctorate,30k–60k,Urban,Nigeria,4,5
2632,23,Female,Bachelor's,30k–60k,Rural,Nigeria,4,3
2633,32,Female,High school,100k+,Urban,UK,4,4
2634,21,Female,Bachelor's,60k–100k,Suburban,USA,5,2
2635,40,Female,High school,<30k,Suburban,Brazil,3,4
2636,40,Female,Doctorate,100k+,Urban,Brazil,4,3
2637,37,Female,Doctorate,60k–100k,Urban,Brazil,3,2
2638,51,Female,Master's,100k+,Rural,Nigeria,3,4
2639,67,Male,Bachelor's,30k–60k,Suburban,USA,2,3
2640,23,Male,Master's,30k–60k,Suburban,Brazil,3,3
2641,26,Male,Bachelor's,60k–100k,Suburban,USA,3,2
2642,63,Female,High school,<30k,Rural,Canada,2,3
2643,61,Female,Master's,100k+,Urban,USA,3,4
2644,51,Male,High school,30k–60k,Suburban,Other,4,2
2645,26,Male,Master's,60k–100k,Urban,India,4,4
2646,27,Female,High school,<30k,Suburban,India,4,5
2647,53,Male,Master's,<30k,Suburban,Canada,4,2
2648,33,Female,Master's,60k–100k,Urban,India,3,4
2649,20,Female,Master's,100k+,Suburban,Brazil,2,3
2650,18,Male,Master's,100k+,Urban,USA,3,3
2651,38,Female,High school,<30k,Suburban,Brazil,1,2
2652,27,Female,High school,<30k,Urban,Brazil,1,2
2653,26,Female,Master's,100k+,Rural,USA,3,5
2654,28,Male,Bachelor's,<30k,Suburban,Nigeria,1,2
2655,57,Female,Master's,<30k,Suburban,India,1,5
2656,28,Male,Master's,<30k,Suburban,Nigeria,3,4
2657,32,Female,High school,100k+,Urban,Other,3,4
2658,67,Male,Master's,100k+,Rural,India,3,2
2659,27,Female,Bachelor's,60k–100k,Rural,Brazil,2,2
2660,32,Male,Master's,100k+,Urban,Nigeria,3,4
2661,20,Male,Master's,100k+,Rural,Brazil,4,5
2662,31,Female,Master's,<30k,Rural,India,3,2
2663,43,Female,High school,30k–60k,Urban,Nigeria,1,3
2664,34,Male,Master's,<30k,Urban,India,4,3
2665,20,Male,Master's,<30k,Urban,India,1,2
2666,26,Female,High school,100k+,Suburban,Canada,4,4
2667,32,Male,Master's,60k–100k,Suburban,UK,2,2
2668,32,Female,High school,60k–100k,Suburban,USA,3,4
2669,38,Female,Bachelor's,60k–100k,Urban,Brazil,4,4
2670,59,Male,High school,30k–60k,Suburban,India,4,2
2671,23,Male,Master's,60k–100k,Rural,India,2,4
2672,72,Male,Master's,60k–100k,Urban,Nigeria,2,5
2673,38,Male,High school,<30k,Suburban,India,5,5
2674,19,Male,Master's,60k–100k,Rural,UK,2,5
2675,27,Male,Bachelor's,30k–60k,Suburban,India,3,3
2676,19,Female,Master's,30k–60k,Urban,Nigeria,2,4
2677,47,Male,Master's,30k–60k,Urban,Nigeria,2,3
2678,64,Non-binary,Master's,100k+,Urban,Brazil,2,4
2679,50,Female,Bachelor's,30k–60k,Urban,Brazil,3,2
2680,30,Female,High school,30k–60k,Suburban,Nigeria,3,3
2681,41,Female,Master's,100k+,Rural,Brazil,2,2
2682,19,Female,Bachelor's,30k–60k,Urban,UK,2,3
2683,20,Male,High school,100k+,Urban,India,2,1
2684,20,Female,High school,100k+,Suburban,UK,3,5
2685,58,Female,High school,30k–60k,Suburban,USA,2,4
2686,22,Female,High school,60k–100k,Urban,Brazil,5,5
2687,23,Female,Master's,100k+,Suburban,USA,2,3
2688,41,Female,Bachelor's,30k–60k,Urban,India,3,4
2689,23,Female,Bachelor's,60k–100k,Urban,Nigeria,5,1
2690,30,Female,Master's,<30k,Suburban,Other,2,3
2691,56,Female,Bachelor's,<30k,Suburban,Brazil,4,3
2692,62,Male,High school,<30k,Urban,Brazil,5,4
2693,27,Female,High school,60k–100k,Urban,USA,3,3
2694,52,Female,High school,<30k,Suburban,USA,5,2
2695,22,Female,Bachelor's,100k+,Urban,India,2,2
2696,44,Female,Master's,60k–100k,Urban,India,5,2
2697,31,Male,Bachelor's,60k–100k,Urban,Canada,5,5
2698,20,Female,Bachelor's,100k+,Urban,USA,4,1
2699,38,Male,High school,<30k,Rural,Nigeria,3,4
2700,41,Male,Bachelor's,30k–60k,Urban,Brazil,4,1
2701,46,Female,High school,100k+,Rural,India,1,2
2702,37,Female,Bachelor's,100k+,Urban,USA,4,2
2703,63,Male,Bachelor's,<30k,Rural,India,4,3
2704,45,Male,Master's,60k–100k,Urban,Brazil,2,3
2705,40,Male,High school,<30k,Urban,Brazil,2,5
2706,30,Female,Bachelor's,<30k,Rural,USA,4,3
2707,28,Male,High school,30k–60k,Urban,USA,4,2
2708,27,Female,High school,<30k,Urban,USA,1,3
2709,32,Female,Master's,60k–100k,Urban,Other,3,2
2710,18,Female,High school,60k–100k,Urban,USA,5,2
2711,20,Male,Bachelor's,30k–60k,Suburban,USA,1,1
2712,24,Female,High school,30k–60k,Urban,UK,4,2
2713,48,Male,Bachelor's,60k–100k,Rural,India,2,2
2714,72,Male,Bachelor's,60k–100k,Urban,Other,3,5
2715,76,Male,Master's,<30k,Urban,USA,5,1
2716,37,Male,High school,100k+,Urban,India,2,5
2717,61,Female,Bachelor's,<30k,Rural,India,4,5
2718,33,Male,Master's,<30k,Rural,Nigeria,4,5
2719,22,Male,Master's,<30k,Urban,USA,5,4
2720,30,Female,Bachelor's,30k–60k,Urban,Other,4,2
2721,32,Male,Bachelor's,<30k,Rural,USA,2,3
2722,28,Male,Master's,<30k,Urban,Brazil,4,4
2723,29,Male,High school,100k+,Urban,Other,2,3
2724,23,Male,Bachelor's,<30k,Suburban,USA,4,3
2725,30,Male,Master's,100k+,Suburban,India,1,2
2726,22,Male,Master's,100k+,Suburban,Nigeria,4,5
2727,22,Male,Bachelor's,<30k,Urban,India,3,5
2728,38,Male,Bachelor's,60k–100k,Rural,India,3,5
2729,32,Female,Bachelor's,100k+,Rural,India,4,2
2730,22,Female,Doctorate,30k–60k,Suburban,USA,4,5
2731,29,Female,Bachelor's,100k+,Suburban,India,4,1
2732,57,Male,High school,<30k,Urban,Brazil,2,2
2733,33,Female,Master's,100k+,Suburban,India,1,3
2734,24,Female,Doctorate,30k–60k,Urban,USA,4,2
2735,23,Male,Master's,60k–100k,Suburban,Canada,2,4
2736,21,Male,Bachelor's,100k+,Suburban,India,3,1
2737,23,Male,Bachelor's,<30k,Urban,USA,4,3
2738,19,Female,Bachelor's,100k+,Urban,Brazil,4,3
2739,31,Male,Master's,60k–100k,Rural,USA,4,2
2740,40,Male,Master's,30k–60k,Rural,Brazil,4,1
2741,54,Female,Master's,30k–60k,Urban,USA,3,3
2742,43,Male,High school,<30k,Urban,USA,5,4
2743,26,Female,Master's,<30k,Urban,Brazil,3,2
2744,21,Female,High school,<30k,Urban,India,1,5
2745,28,Female,Bachelor's,60k–100k,Rural,UK,1,3
2746,62,Male,Master's,30k–60k,Urban,Other,3,2
2747,50,Male,Bachelor's,<30k,Rural,Brazil,4,4
2748,43,Male,Master's,<30k,Rural,Other,2,4
2749,71,Male,High school,30k–60k,Urban,India,1,4
2750,22,Female,High school,<30k,Suburban,Nigeria,2,3
2751,72,Female,Master's,<30k,Urban,Nigeria,3,5
2752,21,Female,Bachelor's,<30k,Urban,Nigeria,5,1
2753,37,Male,Master's,100k+,Suburban,India,2,3
2754,30,Male,High school,100k+,Urban,UK,4,3
2755,21,Non-binary,Master's,30k–60k,Suburban,USA,3,4
2756,27,Female,Master's,30k–60k,Urban,Nigeria,2,3
2757,33,Male,High school,60k–100k,Urban,Brazil,3,1
2758,67,Male,Bachelor's,60k–100k,Suburban,Nigeria,3,3
2759,41,Female,Bachelor's,<30k,Rural,USA,1,2
2760,21,Female,Bachelor's,60k–100k,Urban,Brazil,2,4
2761,26,Male,Master's,<30k,Suburban,UK,5,3
2762,33,Female,High school,100k+,Urban,India,2,3
2763,18,Female,Bachelor's,30k–60k,Urban,Nigeria,4,3
2764,22,Female,Master's,<30k,Urban,USA,4,2
2765,23,Non-binary,Master's,<30k,Urban,India,2,3
2766,23,Male,Bachelor's,60k–100k,Rural,Nigeria,4,2
2767,42,Female,Master's,30k–60k,Urban,USA,4,3
2768,29,Male,Bachelor's,30k–60k,Suburban,India,3,3
2769,32,Female,High school,30k–60k,Suburban,USA,3,2
2770,51,Male,High school,100k+,Urban,USA,1,2
2771,52,Female,Master's,60k–100k,Suburban,USA,1,4
2772,30,Female,High school,100k+,Urban,Brazil,3,2
2773,21,Female,High school,<30k,Urban,Brazil,4,2
2774,71,Male,Bachelor's,60k–100k,Suburban,Nigeria,1,2
2775,79,Male,Master's,30k–60k,Urban,UK,3,4
2776,75,Male,Master's,60k–100k,Rural,Nigeria,1,3
2777,58,Female,Bachelor's,<30k,Rural,Nigeria,3,3
2778,45,Female,High school,<30k,Rural,India,3,1
2779,59,Male,Bachelor's,100k+,Urban,Other,3,3
2780,46,Male,High school,30k–60k,Suburban,India,3,2
2781,65,Female,Bachelor's,30k–60k,Rural,USA,5,4
2782,34,Female,Bachelor's,30k–60k,Suburban,Canada,4,4
2783,45,Female,Master's,30k–60k,Rural,USA,2,4
2784,52,Female,High school,30k–60k,Suburban,Brazil,3,3
2785,50,Female,Master's,100k+,Rural,India,5,2
2786,69,Female,High school,<30k,Urban,USA,4,4
2787,23,Female,High school,100k+,Urban,India,1,2
2788,48,Male,High school,30k–60k,Rural,Brazil,2,3
2789,26,Female,Bachelor's,100k+,Urban,USA,4,3
2790,18,Male,Bachelor's,100k+,Suburban,Nigeria,5,4
2791,29,Non-binary,High school,100k+,Urban,India,4,3
2792,38,Female,High school,<30k,Rural,India,5,5
2793,33,Male,High school,<30k,Urban,UK,2,5
2794,63,Female,High school,60k–100k,Suburban,USA,1,5
2795,30,Male,Bachelor's,30k–60k,Rural,Nigeria,3,4
2796,27,Female,Master's,60k–100k,Urban,USA,1,3
2797,29,Female,High school,<30k,Urban,USA,3,3
2798,58,Male,High school,60k–100k,Urban,USA,5,2
2799,33,Male,High school,<30k,Urban,UK,4,4
2800,23,Male,Bachelor's,100k+,Urban,USA,3,3
2801,54,Male,Bachelor's,<30k,Rural,India,2,5
2802,28,Female,Master's,30k–60k,Urban,India,1,4
2803,61,Male,Master's,60k–100k,Suburban,Other,4,5
2804,52,Male,High school,100k+,Urban,Other,2,4
2805,35,Female,Bachelor's,<30k,Urban,Nigeria,4,3
2806,69,Male,Master's,<30k,Suburban,India,5,5
2807,46,Male,High school,<30k,Urban,Brazil,4,3
2808,46,Female,Bachelor's,60k–100k,Urban,USA,2,2
2809,21,Male,Bachelor's,60k–100k,Urban,Nigeria,2,2
2810,21,Male,High school,30k–60k,Rural,Nigeria,3,2
2811,30,Female,High school,100k+,Rural,India,4,4
2812,21,Female,Bachelor's,30k–60k,Rural,USA,3,5
2813,63,Male,High school,100k+,Urban,Nigeria,2,4
2814,39,Female,High school,100k+,Urban,USA,4,4
2815,20,Male,High school,100k+,Rural,India,4,4
2816,36,Female,High school,100k+,Suburban,India,2,5
2817,50,Female,Doctorate,60k–100k,Suburban,Canada,5,2
2818,20,Male,Bachelor's,100k+,Suburban,USA,4,3
2819,48,Male,High school,100k+,Suburban,USA,5,3
2820,52,Male,High school,60k–100k,Urban,India,4,3
2821,52,Male,Master's,30k–60k,Suburban,Nigeria,5,4
2822,20,Female,Master's,100k+,Urban,Nigeria,1,2
2823,29,Male,High school,<30k,Suburban,UK,3,4
2824,37,Male,High school,<30k,Urban,India,4,2
2825,33,Female,Master's,<30k,Suburban,Nigeria,2,2
2826,32,Female,High school,30k–60k,Urban,India,2,4
2827,33,Female,Master's,<30k,Urban,India,3,3
2828,20,Male,High school,30k–60k,Urban,Nigeria,5,5
2829,78,Female,Bachelor's,60k–100k,Suburban,India,5,4
2830,21,Male,Master's,<30k,Suburban,India,1,5
2831,33,Female,Master's,100k+,Urban,India,4,3
2832,46,Female,Master's,60k–100k,Urban,Other,3,2
2833,53,Male,Doctorate,60k–100k,Urban,UK,4,4
2834,24,Female,Bachelor's,60k–100k,Suburban,Brazil,2,1
2835,67,Female,High school,30k–60k,Suburban,Brazil,2,2
2836,40,Male,Bachelor's,100k+,Suburban,USA,5,5
2837,33,Male,Doctorate,30k–60k,Urban,USA,3,2
2838,31,Male,High school,<30k,Suburban,Nigeria,3,3
2839,27,Female,Bachelor's,60k–100k,Urban,UK,3,2
2840,24,Non-binary,High school,30k–60k,Urban,India,2,4
2841,21,Male,High school,30k–60k,Suburban,USA,4,2
2842,20,Female,Bachelor's,<30k,Urban,India,1,3
2843,23,Male,Master's,<30k,Suburban,India,5,5
2844,24,Male,Bachelor's,<30k,Suburban,India,4,5
2845,34,Female,Bachelor's,60k–100k,Suburban,USA,4,3
2846,30,Male,Master's,<30k,Urban,UK,3,2
2847,19,Male,Master's,30k–60k,Suburban,Other,5,2
2848,53,Female,Doctorate,60k–100k,Suburban,Other,3,3
2849,36,Male,High school,<30k,Rural,Brazil,4,3
2850,49,Male,Master's,60k–100k,Rural,India,3,4
2851,46,Female,High school,<30k,Rural,India,2,2
2852,27,Female,Bachelor's,60k–100k,Suburban,USA,5,2
2853,57,Male,Bachelor's,100k+,Urban,Brazil,3,3
2854,38,Male,Doctorate,60k–100k,Rural,USA,4,3
2855,33,Male,Bachelor's,30k–60k,Suburban,India,5,3
2856,24,Female,Bachelor's,100k+,Suburban,Canada,5,5
2857,20,Male,Bachelor's,<30k,Urban,India,3,4
2858,20,Female,Doctorate,<30k,Rural,Brazil,2,3
2859,28,Female,High school,<30k,Urban,Brazil,3,4
2860,33,Female,Master's,60k–100k,Urban,India,3,1
2861,26,Male,High school,60k–100k,Rural,USA,1,1
2862,23,Female,Master's,60k–100k,Urban,India,2,1
2863,22,Male,Bachelor's,100k+,Urban,India,2,2
2864,24,Female,Bachelor's,100k+,Suburban,USA,2,3
2865,43,Male,Bachelor's,100k+,Urban,Nigeria,3,2
2866,47,Female,Bachelor's,30k–60k,Suburban,UK,3,2
2867,61,Male,Bachelor's,30k–60k,Suburban,UK,4,1
2868,59,Male,Bachelor's,<30k,Urban,Other,5,3
2869,38,Female,Doctorate,<30k,Suburban,USA,3,1
2870,62,Non-binary,Master's,<30k,Rural,USA,2,3
2871,27,Female,High school,<30k,Suburban,Brazil,4,2
2872,49,Female,High school,60k–100k,Rural,India,3,4
2873,53,Female,High school,100k+,Urban,Nigeria,3,3
2874,22,Male,Master's,<30k,Rural,Brazil,5,1
2875,39,Male,High school,<30k,Suburban,USA,1,2
2876,21,Male,High school,<30k,Rural,India,2,3
2877,22,Male,Bachelor's,<30k,Urban,UK,4,4
2878,33,Male,High school,<30k,Rural,UK,1,3
2879,29,Female,Bachelor's,100k+,Urban,USA,2,2
2880,74,Non-binary,Bachelor's,30k–60k,Urban,India,1,2
2881,56,Male,Doctorate,60k–100k,Urban,USA,3,2
2882,33,Male,High school,<30k,Urban,India,3,2
2883,49,Female,High school,30k–60k,Urban,Brazil,2,1
2884,19,Female,High school,60k–100k,Suburban,Brazil,3,4
2885,32,Male,Master's,60k–100k,Rural,Nigeria,3,2
2886,50,Female,Master's,100k+,Suburban,India,2,4
2887,46,Female,Bachelor's,100k+,Rural,USA,5,1
2888,43,Female,High school,100k+,Urban,India,1,3
2889,25,Male,Master's,<30k,Suburban,UK,4,1
2890,20,Female,High school,100k+,Rural,UK,1,2
2891,42,Non-binary,Bachelor's,100k+,Rural,USA,2,5
2892,45,Female,Doctorate,30k–60k,Suburban,UK,4,3
2893,20,Female,Bachelor's,<30k,Rural,USA,4,1
2894,24,Male,Master's,<30k,Suburban,India,5,1
2895,41,Non-binary,High school,60k–100k,Rural,USA,3,1
2896,33,Male,High school,<30k,Urban,USA,5,4
2897,33,Female,High school,30k–60k,Urban,Nigeria,3,4
2898,28,Female,Master's,60k–100k,Suburban,Nigeria,3,2
2899,37,Female,High school,30k–60k,Rural,USA,2,3
2900,57,Female,Master's,<30k,Suburban,USA,2,3
2901,26,Male,Bachelor's,100k+,Urban,India,4,4
2902,22,Male,Bachelor's,30k–60k,Urban,Brazil,5,4
2903,20,Male,Bachelor's,60k–100k,Urban,Canada,3,3
2904,53,Female,Bachelor's,<30k,Suburban,UK,1,3
2905,18,Female,Bachelor's,<30k,Urban,India,3,1
2906,20,Female,High school,60k–100k,Rural,India,2,3
2907,31,Male,Bachelor's,60k–100k,Urban,India,2,3
2908,58,Female,Master's,<30k,Suburban,Nigeria,4,2
2909,29,Female,Master's,100k+,Suburban,India,2,3
2910,27,Male,Doctorate,100k+,Suburban,India,2,4
2911,58,Male,Master's,<30k,Urban,USA,3,2
2912,66,Female,Doctorate,30k–60k,Suburban,Nigeria,2,5
2913,56,Male,Master's,100k+,Suburban,USA,4,2
2914,18,Female,Doctorate,100k+,Urban,USA,2,1
2915,51,Male,Bachelor's,30k–60k,Urban,USA,4,3
2916,74,Male,High school,<30k,Rural,USA,4,1
2917,42,Male,Master's,60k–100k,Urban,USA,3,2
2918,30,Male,Master's,<30k,Urban,India,4,4
2919,69,Male,Master's,60k–100k,Urban,USA,3,5
2920,33,Female,Bachelor's,<30k,Suburban,Canada,3,5
2921,19,Male,High school,100k+,Urban,India,4,1
2922,18,Female,Master's,60k–100k,Urban,Canada,3,3
2923,47,Female,Doctorate,60k–100k,Suburban,USA,3,5
2924,29,Female,High school,<30k,Urban,Nigeria,5,3
2925,28,Non-binary,Master's,<30k,Urban,India,2,3
2926,53,Female,Bachelor's,100k+,Urban,Other,1,5
2927,58,Female,Master's,100k+,Urban,USA,4,2
2928,27,Male,Bachelor's,<30k,Suburban,India,1,1
2929,43,Male,Doctorate,30k–60k,Urban,India,2,2
2930,27,Female,High school,30k–60k,Urban,Brazil,2,3
2931,22,Male,High school,60k–100k,Urban,USA,4,4
2932,31,Male,Bachelor's,<30k,Urban,India,2,3
2933,79,Female,High school,<30k,Suburban,USA,3,4
2934,19,Male,High school,30k–60k,Suburban,Brazil,5,4
2935,21,Female,High school,30k–60k,Urban,Brazil,1,2
2936,32,Female,High school,100k+,Suburban,India,4,1
2937,22,Female,Bachelor's,100k+,Suburban,India,4,4
2938,21,Female,Bachelor's,30k–60k,Rural,India,3,2
2939,78,Male,Bachelor's,<30k,Suburban,USA,5,4
2940,53,Female,Doctorate,<30k,Suburban,UK,3,4
2941,32,Male,Bachelor's,100k+,Suburban,India,3,3
2942,79,Male,Bachelor's,<30k,Rural,Nigeria,4,4
2943,65,Male,High school,<30k,Urban,India,3,2
2944,56,Male,Master's,100k+,Suburban,India,3,4
2945,20,Female,High school,60k–100k,Rural,UK,3,4
2946,29,Male,Doctorate,60k–100k,Urban,USA,3,3
2947,31,Male,High school,<30k,Suburban,Brazil,4,4
2948,25,Male,High school,30k–60k,Urban,Brazil,4,3
2949,20,Female,High school,<30k,Urban,India,2,3
2950,62,Male,Master's,60k–100k,Rural,UK,5,4
2951,53,Male,High school,<30k,Rural,Brazil,2,3
2952,28,Female,Doctorate,100k+,Urban,USA,3,3
2953,25,Female,Master's,<30k,Suburban,USA,3,5
2954,33,Female,Bachelor's,<30k,Rural,India,4,3
2955,32,Male,High school,100k+,Urban,India,4,2
2956,25,Female,High school,30k–60k,Urban,Brazil,3,3
2957,66,Female,Bachelor's,100k+,Urban,Nigeria,1,1
2958,30,Female,Bachelor's,60k–100k,Urban,Brazil,4,1
2959,37,Male,Master's,<30k,Urban,USA,4,3
2960,42,Female,Master's,<30k,Suburban,Brazil,2,2
2961,32,Male,Doctorate,60k–100k,Urban,India,2,3
2962,54,Female,High school,30k–60k,Rural,UK,3,3
2963,23,Female,Bachelor's,60k–100k,Rural,India,3,3
2964,29,Female,Master's,100k+,Urban,USA,2,3
2965,48,Male,High school,60k–100k,Rural,USA,1,1
2966,24,Male,Bachelor's,60k–100k,Urban,Brazil,4,1
2967,28,Female,Bachelor's,30k–60k,Suburban,India,1,4
2968,36,Female,High school,<30k,Rural,USA,3,2
2969,33,Female,Master's,<30k,Urban,USA,2,2
2970,30,Female,Master's,60k–100k,Urban,Brazil,1,3
2971,28,Female,Master's,100k+,Urban,Brazil,2,3
2972,61,Female,Bachelor's,100k+,Urban,USA,2,4
2973,25,Male,Bachelor's,<30k,Suburban,India,5,1
2974,37,Female,Master's,60k–100k,Urban,Brazil,4,3
2975,27,Female,Master's,60k–100k,Suburban,Nigeria,1,4
2976,28,Male,Master's,60k–100k,Rural,UK,1,3
2977,59,Male,High school,60k–100k,Urban,India,1,5
2978,19,Male,Bachelor's,<30k,Suburban,India,3,5
2979,20,Female,Master's,<30k,Urban,USA,1,4
2980,26,Female,High school,60k–100k,Urban,India,4,4
2981,49,Female,Bachelor's,30k–60k,Suburban,UK,2,3
2982,51,Male,Master's,30k–60k,Suburban,USA,2,1
2983,63,Female,Master's,30k–60k,Rural,India,3,2
2984,32,Female,High school,<30k,Suburban,USA,4,3
2985,27,Female,High school,30k–60k,Urban,India,1,3
2986,27,Female,Doctorate,<30k,Urban,USA,2,3
2987,21,Male,High school,<30k,Rural,USA,2,3
2988,48,Male,High school,30k–60k,Urban,USA,3,2
2989,29,Male,Bachelor's,30k–60k,Urban,Brazil,1,3
2990,47,Female,High school,30k–60k,Urban,Canada,4,3
2991,75,Male,Master's,<30k,Urban,Brazil,3,3
2992,72,Female,Bachelor's,<30k,Suburban,USA,4,3
2993,20,Male,Master's,30k–60k,Urban,Brazil,3,3
2994,48,Male,High school,60k–100k,Suburban,India,3,3
2995,49,Female,High school,<30k,Suburban,Canada,2,3
2996,21,Male,High school,100k+,Suburban,Canada,3,2
2997,37,Male,High school,60k–100k,Suburban,India,5,3
2998,51,Male,High school,<30k,Suburban,Brazil,3,2
2999,20,Female,Master's,30k–60k,Suburban,India,2,2
3000,30,Female,High school,60k–100k,Urban,India,2,5
3001,25,Male,High school,60k–100k,Urban,USA,1,5
3002,28,Female,High school,100k+,Rural,Brazil,3,3
3003,43,Male,Master's,<30k,Suburban,Nigeria,3,3
3004,59,Female,Bachelor's,<30k,Urban,Brazil,3,2
3005,43,Male,Master's,30k–60k,Urban,Brazil,4,4
3006,57,Female,Master's,60k–100k,Urban,Other,2,2
3007,26,Female,Bachelor's,60k–100k,Rural,Brazil,3,3
3008,30,Male,Bachelor's,100k+,Suburban,Nigeria,1,1
3009,39,Female,Doctorate,100k+,Suburban,Nigeria,2,1
3010,22,Male,Bachelor's,60k–100k,Urban,Brazil,2,5
3011,43,Female,Bachelor's,30k–60k,Urban,USA,2,5
3012,33,Female,High school,100k+,Rural,India,1,2
3013,27,Male,High school,100k+,Rural,India,4,3
3014,28,Female,Master's,60k–100k,Urban,UK,3,3
3015,22,Female,Master's,<30k,Suburban,Nigeria,4,5
3016,61,Male,Bachelor's,30k–60k,Urban,India,3,3
3017,40,Female,Bachelor's,100k+,Urban,Other,4,3
3018,43,Female,Bachelor's,100k+,Urban,India,1,1
3019,43,Female,Bachelor's,<30k,Suburban,Brazil,2,5
3020,42,Female,Bachelor's,<30k,Suburban,UK,1,2
3021,47,Female,Master's,<30k,Urban,USA,3,5
3022,27,Female,High school,100k+,Urban,Brazil,3,2
